mode,batch,group,layer,forwards,mean_query_tokens,mean_active_experts,mean_expert_coverage
vanilla,1,9,13,21,32.0,74.42857142857143,0.29073660714285715
vanilla,1,9,14,21,32.0,74.33333333333333,0.2903645833333333
vanilla,1,9,15,21,32.0,70.33333333333333,0.2747395833333333
vanilla,1,9,16,21,32.0,65.0952380952381,0.25427827380952384
vanilla,1,9,17,21,32.0,68.04761904761905,0.2658110119047619
vanilla,1,9,18,21,32.0,63.857142857142854,0.24944196428571427
vanilla,1,9,19,21,32.0,73.47619047619048,0.28701636904761907
vanilla,1,10,1,17,32.0,98.94117647058823,0.3864889705882353
vanilla,1,10,2,17,32.0,101.23529411764706,0.3954503676470588
vanilla,1,10,3,17,32.0,85.88235294117646,0.33547794117647056
vanilla,1,10,4,17,32.0,71.17647058823529,0.2780330882352941
vanilla,1,10,5,17,32.0,67.17647058823529,0.2624080882352941
vanilla,1,10,6,17,32.0,60.588235294117645,0.23667279411764705
vanilla,1,10,7,17,32.0,78.6470588235294,0.30721507352941174
vanilla,1,10,8,17,32.0,66.88235294117646,0.26125919117647056
vanilla,1,10,9,17,32.0,75.29411764705883,0.29411764705882354
vanilla,1,10,10,17,32.0,67.94117647058823,0.2653952205882353
vanilla,1,10,11,17,32.0,62.11764705882353,0.2426470588235294
vanilla,1,10,12,17,32.0,72.82352941176471,0.2844669117647059
vanilla,1,10,13,17,32.0,74.11764705882354,0.28952205882352944
vanilla,1,10,14,17,32.0,85.41176470588235,0.3336397058823529
vanilla,1,10,15,17,32.0,74.94117647058823,0.2927389705882353
vanilla,1,10,16,17,32.0,73.3529411764706,0.28653492647058826
vanilla,1,10,17,17,32.0,70.76470588235294,0.2764246323529412
vanilla,1,10,18,17,32.0,65.05882352941177,0.2541360294117647
vanilla,1,10,19,17,32.0,75.94117647058823,0.2966452205882353
vanilla,1,11,1,11,32.0,98.72727272727273,0.3856534090909091
vanilla,1,11,2,11,32.0,90.0909090909091,0.35191761363636365
vanilla,1,11,3,11,32.0,89.36363636363636,0.34907670454545453
vanilla,1,11,4,11,32.0,77.36363636363636,0.30220170454545453
vanilla,1,11,5,11,32.0,60.63636363636363,0.23686079545454544
vanilla,1,11,6,11,32.0,57.90909090909091,0.22620738636363635
vanilla,1,11,7,11,32.0,82.18181818181819,0.3210227272727273
vanilla,1,11,8,11,32.0,67.72727272727273,0.2645596590909091
vanilla,1,11,9,11,32.0,81.63636363636364,0.31889204545454547
vanilla,1,11,10,11,32.0,67.0909090909091,0.26207386363636365
vanilla,1,11,11,11,32.0,66.0909090909091,0.25816761363636365
vanilla,1,11,12,11,32.0,73.45454545454545,0.2869318181818182
vanilla,1,11,13,11,32.0,78.45454545454545,0.3064630681818182
vanilla,1,11,14,11,32.0,85.0909090909091,0.33238636363636365
vanilla,1,11,15,11,32.0,80.63636363636364,0.31498579545454547
vanilla,1,11,16,11,32.0,70.54545454545455,0.2755681818181818
vanilla,1,11,17,11,32.0,76.9090909090909,0.30042613636363635
vanilla,1,11,18,11,32.0,66.0,0.2578125
vanilla,1,11,19,11,32.0,88.54545454545455,0.3458806818181818
vanilla,1,12,1,24,32.0,106.375,0.41552734375
vanilla,1,12,2,24,32.0,102.875,0.40185546875
vanilla,1,12,3,24,32.0,82.33333333333333,0.3216145833333333
vanilla,1,12,4,24,32.0,69.875,0.27294921875
vanilla,1,12,5,24,32.0,60.291666666666664,0.23551432291666666
vanilla,1,12,6,24,32.0,56.583333333333336,0.22102864583333334
vanilla,1,12,7,24,32.0,74.79166666666667,0.2921549479166667
vanilla,1,12,8,24,32.0,64.75,0.2529296875
vanilla,1,12,9,24,32.0,70.0,0.2734375
vanilla,1,12,10,24,32.0,69.5,0.271484375
vanilla,1,12,11,24,32.0,58.833333333333336,0.22981770833333334
vanilla,1,12,12,24,32.0,75.16666666666667,0.2936197916666667
vanilla,1,12,13,24,32.0,65.25,0.2548828125
vanilla,1,12,14,24,32.0,77.625,0.30322265625
vanilla,1,12,15,24,32.0,73.41666666666667,0.2867838541666667
vanilla,1,12,16,24,32.0,64.58333333333333,0.2522786458333333
vanilla,1,12,17,24,32.0,64.66666666666667,0.2526041666666667
vanilla,1,12,18,24,32.0,58.25,0.2275390625
vanilla,1,12,19,24,32.0,76.95833333333333,0.3006184895833333
vanilla,1,13,1,18,32.0,95.27777777777777,0.3721788194444444
vanilla,1,13,2,18,32.0,94.05555555555556,0.3674045138888889
vanilla,1,13,3,18,32.0,81.38888888888889,0.3179253472222222
vanilla,1,13,4,18,32.0,69.22222222222223,0.2703993055555556
vanilla,1,13,5,18,32.0,59.833333333333336,0.23372395833333334
vanilla,1,13,6,18,32.0,59.333333333333336,0.23177083333333334
vanilla,1,13,7,18,32.0,76.0,0.296875
vanilla,1,13,8,18,32.0,65.11111111111111,0.2543402777777778
vanilla,1,13,9,18,32.0,70.94444444444444,0.2771267361111111
vanilla,1,13,10,18,32.0,67.88888888888889,0.2651909722222222
vanilla,1,13,11,18,32.0,68.61111111111111,0.2680121527777778
vanilla,1,13,12,18,32.0,71.05555555555556,0.2775607638888889
vanilla,1,13,13,18,32.0,72.94444444444444,0.2849392361111111
vanilla,1,13,14,18,32.0,80.11111111111111,0.3129340277777778
vanilla,1,13,15,18,32.0,74.72222222222223,0.2918836805555556
vanilla,1,13,16,18,32.0,66.38888888888889,0.2593315972222222
vanilla,1,13,17,18,32.0,68.22222222222223,0.2664930555555556
vanilla,1,13,18,18,32.0,62.5,0.244140625
vanilla,1,13,19,18,32.0,74.38888888888889,0.2905815972222222
vanilla,1,14,1,15,32.0,93.0,0.36328125
vanilla,1,14,2,15,32.0,95.93333333333334,0.37473958333333335
vanilla,1,14,3,15,32.0,76.4,0.2984375
vanilla,1,14,4,15,32.0,64.66666666666667,0.2526041666666667
vanilla,1,14,5,15,32.0,63.46666666666667,0.24791666666666667
vanilla,1,14,6,15,32.0,57.46666666666667,0.22447916666666667
vanilla,1,14,7,15,32.0,76.2,0.29765625
vanilla,1,14,8,15,32.0,64.66666666666667,0.2526041666666667
vanilla,1,14,9,15,32.0,73.26666666666667,0.28619791666666666
vanilla,1,14,10,15,32.0,67.66666666666667,0.2643229166666667
vanilla,1,14,11,15,32.0,64.2,0.25078125
vanilla,1,14,12,15,32.0,72.13333333333334,0.28177083333333336
vanilla,1,14,13,15,32.0,73.06666666666666,0.28541666666666665
vanilla,1,14,14,15,32.0,73.4,0.28671875
vanilla,1,14,15,15,32.0,74.06666666666666,0.28932291666666665
vanilla,1,14,16,15,32.0,69.0,0.26953125
vanilla,1,14,17,15,32.0,72.13333333333334,0.28177083333333336
vanilla,1,14,18,15,32.0,69.73333333333333,0.27239583333333334
vanilla,1,14,19,15,32.0,76.46666666666667,0.2986979166666667
vanilla,1,15,1,18,32.0,91.38888888888889,0.3569878472222222
vanilla,1,15,2,18,32.0,94.55555555555556,0.3693576388888889
vanilla,1,15,3,18,32.0,78.38888888888889,0.3062065972222222
vanilla,1,15,4,18,32.0,61.44444444444444,0.2400173611111111
vanilla,1,15,5,18,32.0,57.611111111111114,0.2250434027777778
vanilla,1,15,6,18,32.0,60.72222222222222,0.23719618055555555
vanilla,1,15,7,18,32.0,74.05555555555556,0.2892795138888889
vanilla,1,15,8,18,32.0,63.5,0.248046875
vanilla,1,15,9,18,32.0,69.77777777777777,0.2725694444444444
vanilla,1,15,10,18,32.0,64.05555555555556,0.2502170138888889
vanilla,1,15,11,18,32.0,66.55555555555556,0.2599826388888889
vanilla,1,15,12,18,32.0,71.94444444444444,0.2810329861111111
vanilla,1,15,13,18,32.0,78.44444444444444,0.3064236111111111
vanilla,1,15,14,18,32.0,86.11111111111111,0.3363715277777778
vanilla,1,15,15,18,32.0,73.72222222222223,0.2879774305555556
vanilla,1,15,16,18,32.0,69.83333333333333,0.2727864583333333
vanilla,1,15,17,18,32.0,66.94444444444444,0.2615017361111111
vanilla,1,15,18,18,32.0,63.111111111111114,0.2465277777777778
vanilla,1,15,19,18,32.0,73.94444444444444,0.2888454861111111
vanilla,1,16,1,20,32.0,98.3,0.383984375
vanilla,1,16,2,20,32.0,98.5,0.384765625
vanilla,1,16,3,20,32.0,83.35,0.3255859375
vanilla,1,16,4,20,32.0,66.1,0.258203125
vanilla,1,16,5,20,32.0,61.5,0.240234375
vanilla,1,16,6,20,32.0,54.2,0.21171875
vanilla,1,16,7,20,32.0,78.95,0.3083984375
vanilla,1,16,8,20,32.0,66.9,0.261328125
vanilla,1,16,9,20,32.0,66.2,0.25859375
vanilla,1,16,10,20,32.0,64.4,0.2515625
vanilla,1,16,11,20,32.0,61.15,0.2388671875
vanilla,1,16,12,20,32.0,71.75,0.2802734375
vanilla,1,16,13,20,32.0,72.1,0.281640625
vanilla,1,16,14,20,32.0,78.45,0.3064453125
vanilla,1,16,15,20,32.0,73.85,0.2884765625
vanilla,1,16,16,20,32.0,67.8,0.26484375
vanilla,1,16,17,20,32.0,66.0,0.2578125
vanilla,1,16,18,20,32.0,65.35,0.2552734375
vanilla,1,16,19,20,32.0,76.3,0.298046875
vanilla,1,17,1,18,32.0,96.11111111111111,0.3754340277777778
vanilla,1,17,2,18,32.0,90.72222222222223,0.3543836805555556
vanilla,1,17,3,18,32.0,82.11111111111111,0.3207465277777778
vanilla,1,17,4,18,32.0,67.5,0.263671875
vanilla,1,17,5,18,32.0,57.111111111111114,0.2230902777777778
vanilla,1,17,6,18,32.0,56.27777777777778,0.21983506944444445
vanilla,1,17,7,18,32.0,71.88888888888889,0.2808159722222222
vanilla,1,17,8,18,32.0,62.05555555555556,0.2424045138888889
vanilla,1,17,9,18,32.0,67.11111111111111,0.2621527777777778
vanilla,1,17,10,18,32.0,64.11111111111111,0.2504340277777778
vanilla,1,17,11,18,32.0,67.33333333333333,0.2630208333333333
vanilla,1,17,12,18,32.0,70.94444444444444,0.2771267361111111
vanilla,1,17,13,18,32.0,64.94444444444444,0.2536892361111111
vanilla,1,17,14,18,32.0,74.05555555555556,0.2892795138888889
vanilla,1,17,15,18,32.0,68.66666666666667,0.2682291666666667
vanilla,1,17,16,18,32.0,62.22222222222222,0.24305555555555555
vanilla,1,17,17,18,32.0,64.44444444444444,0.2517361111111111
vanilla,1,17,18,18,32.0,58.0,0.2265625
vanilla,1,17,19,18,32.0,72.38888888888889,0.2827690972222222
vanilla,1,18,1,18,32.0,104.11111111111111,0.4066840277777778
vanilla,1,18,2,18,32.0,100.16666666666667,0.3912760416666667
vanilla,1,18,3,18,32.0,88.05555555555556,0.3439670138888889
vanilla,1,18,4,18,32.0,67.55555555555556,0.2638888888888889
vanilla,1,18,5,18,32.0,61.77777777777778,0.24131944444444445
vanilla,1,18,6,18,32.0,56.55555555555556,0.2209201388888889
vanilla,1,18,7,18,32.0,76.16666666666667,0.2975260416666667
vanilla,1,18,8,18,32.0,62.77777777777778,0.24522569444444445
vanilla,1,18,9,18,32.0,65.94444444444444,0.2575954861111111
vanilla,1,18,10,18,32.0,66.33333333333333,0.2591145833333333
vanilla,1,18,11,18,32.0,70.66666666666667,0.2760416666666667
vanilla,1,18,12,18,32.0,81.44444444444444,0.3181423611111111
vanilla,1,18,13,18,32.0,74.88888888888889,0.2925347222222222
vanilla,1,18,14,18,32.0,75.5,0.294921875
vanilla,1,18,15,18,32.0,75.66666666666667,0.2955729166666667
vanilla,1,18,16,18,32.0,64.22222222222223,0.2508680555555556
vanilla,1,18,17,18,32.0,67.33333333333333,0.2630208333333333
vanilla,1,18,18,18,32.0,58.27777777777778,0.22764756944444445
vanilla,1,18,19,18,32.0,77.33333333333333,0.3020833333333333
vanilla,1,19,1,22,32.0,91.4090909090909,0.35706676136363635
vanilla,1,19,2,22,32.0,85.81818181818181,0.3352272727272727
vanilla,1,19,3,22,32.0,79.72727272727273,0.3114346590909091
vanilla,1,19,4,22,32.0,68.4090909090909,0.26722301136363635
vanilla,1,19,5,22,32.0,57.36363636363637,0.22407670454545456
vanilla,1,19,6,22,32.0,55.18181818181818,0.21555397727272727
vanilla,1,19,7,22,32.0,76.86363636363636,0.30024857954545453
vanilla,1,19,8,22,32.0,67.18181818181819,0.2624289772727273
vanilla,1,19,9,22,32.0,75.63636363636364,0.29545454545454547
vanilla,1,19,10,22,32.0,63.18181818181818,0.24680397727272727
vanilla,1,19,11,22,32.0,65.81818181818181,0.2571022727272727
vanilla,1,19,12,22,32.0,70.95454545454545,0.2771661931818182
vanilla,1,19,13,22,32.0,63.95454545454545,0.24982244318181818
vanilla,1,19,14,22,32.0,69.95454545454545,0.2732599431818182
vanilla,1,19,15,22,32.0,68.4090909090909,0.26722301136363635
vanilla,1,19,16,22,32.0,52.77272727272727,0.2061434659090909
vanilla,1,19,17,22,32.0,61.13636363636363,0.23881392045454544
vanilla,1,19,18,22,32.0,56.31818181818182,0.21999289772727273
vanilla,1,19,19,22,32.0,73.4090909090909,0.28675426136363635
vanilla,1,20,1,18,32.0,93.44444444444444,0.3650173611111111
vanilla,1,20,2,18,32.0,85.11111111111111,0.3324652777777778
vanilla,1,20,3,18,32.0,80.72222222222223,0.3153211805555556
vanilla,1,20,4,18,32.0,66.05555555555556,0.2580295138888889
vanilla,1,20,5,18,32.0,60.833333333333336,0.23763020833333334
vanilla,1,20,6,18,32.0,56.05555555555556,0.2189670138888889
vanilla,1,20,7,18,32.0,76.11111111111111,0.2973090277777778
vanilla,1,20,8,18,32.0,64.33333333333333,0.2513020833333333
vanilla,1,20,9,18,32.0,76.16666666666667,0.2975260416666667
vanilla,1,20,10,18,32.0,62.77777777777778,0.24522569444444445
vanilla,1,20,11,18,32.0,67.22222222222223,0.2625868055555556
vanilla,1,20,12,18,32.0,70.05555555555556,0.2736545138888889
vanilla,1,20,13,18,32.0,74.22222222222223,0.2899305555555556
vanilla,1,20,14,18,32.0,80.05555555555556,0.3127170138888889
vanilla,1,20,15,18,32.0,78.94444444444444,0.3083767361111111
vanilla,1,20,16,18,32.0,67.77777777777777,0.2647569444444444
vanilla,1,20,17,18,32.0,67.38888888888889,0.2632378472222222
vanilla,1,20,18,18,32.0,60.888888888888886,0.2378472222222222
vanilla,1,20,19,18,32.0,78.33333333333333,0.3059895833333333
vanilla,1,21,1,18,32.0,98.05555555555556,0.3830295138888889
vanilla,1,21,2,18,32.0,94.05555555555556,0.3674045138888889
vanilla,1,21,3,18,32.0,86.66666666666667,0.3385416666666667
vanilla,1,21,4,18,32.0,69.5,0.271484375
vanilla,1,21,5,18,32.0,51.611111111111114,0.2016059027777778
vanilla,1,21,6,18,32.0,58.388888888888886,0.2280815972222222
vanilla,1,21,7,18,32.0,79.05555555555556,0.3088107638888889
vanilla,1,21,8,18,32.0,71.66666666666667,0.2799479166666667
vanilla,1,21,9,18,32.0,78.0,0.3046875
vanilla,1,21,10,18,32.0,67.61111111111111,0.2641059027777778
vanilla,1,21,11,18,32.0,70.38888888888889,0.2749565972222222
vanilla,1,21,12,18,32.0,72.33333333333333,0.2825520833333333
vanilla,1,21,13,18,32.0,67.05555555555556,0.2619357638888889
vanilla,1,21,14,18,32.0,74.38888888888889,0.2905815972222222
vanilla,1,21,15,18,32.0,75.61111111111111,0.2953559027777778
vanilla,1,21,16,18,32.0,67.72222222222223,0.2645399305555556
vanilla,1,21,17,18,32.0,62.166666666666664,0.24283854166666666
vanilla,1,21,18,18,32.0,58.166666666666664,0.22721354166666666
vanilla,1,21,19,18,32.0,76.61111111111111,0.2992621527777778
vanilla,1,22,1,11,32.0,78.54545454545455,0.3068181818181818
vanilla,1,22,2,11,32.0,77.0,0.30078125
vanilla,1,22,3,11,32.0,72.18181818181819,0.2819602272727273
vanilla,1,22,4,11,32.0,62.90909090909091,0.24573863636363635
vanilla,1,22,5,11,32.0,61.18181818181818,0.23899147727272727
vanilla,1,22,6,11,32.0,56.90909090909091,0.22230113636363635
vanilla,1,22,7,11,32.0,67.9090909090909,0.26526988636363635
vanilla,1,22,8,11,32.0,69.36363636363636,0.27095170454545453
vanilla,1,22,9,11,32.0,81.0,0.31640625
vanilla,1,22,10,11,32.0,61.54545454545455,0.24041193181818182
vanilla,1,22,11,11,32.0,64.72727272727273,0.2528409090909091
vanilla,1,22,12,11,32.0,67.0909090909091,0.26207386363636365
vanilla,1,22,13,11,32.0,72.0,0.28125
vanilla,1,22,14,11,32.0,75.63636363636364,0.29545454545454547
vanilla,1,22,15,11,32.0,75.0909090909091,0.29332386363636365
vanilla,1,22,16,11,32.0,63.63636363636363,0.24857954545454544
vanilla,1,22,17,11,32.0,67.81818181818181,0.2649147727272727
vanilla,1,22,18,11,32.0,62.18181818181818,0.24289772727272727
vanilla,1,22,19,11,32.0,72.0,0.28125
vanilla,1,23,1,16,32.0,85.5,0.333984375
vanilla,1,23,2,16,32.0,87.375,0.34130859375
vanilla,1,23,3,16,32.0,73.1875,0.285888671875
vanilla,1,23,4,16,32.0,63.125,0.24658203125
vanilla,1,23,5,16,32.0,53.6875,0.209716796875
vanilla,1,23,6,16,32.0,53.8125,0.210205078125
vanilla,1,23,7,16,32.0,66.9375,0.261474609375
vanilla,1,23,8,16,32.0,60.5625,0.236572265625
vanilla,1,23,9,16,32.0,65.9375,0.257568359375
vanilla,1,23,10,16,32.0,59.875,0.23388671875
vanilla,1,23,11,16,32.0,63.0,0.24609375
vanilla,1,23,12,16,32.0,66.875,0.26123046875
vanilla,1,23,13,16,32.0,76.25,0.2978515625
vanilla,1,23,14,16,32.0,71.625,0.27978515625
vanilla,1,23,15,16,32.0,66.625,0.26025390625
vanilla,1,23,16,16,32.0,61.75,0.2412109375
vanilla,1,23,17,16,32.0,61.5625,0.240478515625
vanilla,1,23,18,16,32.0,62.25,0.2431640625
vanilla,1,23,19,16,32.0,69.0,0.26953125
vanilla,1,24,1,16,32.0,98.8125,0.385986328125
vanilla,1,24,2,16,32.0,94.9375,0.370849609375
vanilla,1,24,3,16,32.0,77.9375,0.304443359375
vanilla,1,24,4,16,32.0,66.625,0.26025390625
vanilla,1,24,5,16,32.0,64.875,0.25341796875
vanilla,1,24,6,16,32.0,63.5625,0.248291015625
vanilla,1,24,7,16,32.0,82.5,0.322265625
vanilla,1,24,8,16,32.0,74.75,0.2919921875
vanilla,1,24,9,16,32.0,77.6875,0.303466796875
vanilla,1,24,10,16,32.0,65.3125,0.255126953125
vanilla,1,24,11,16,32.0,70.375,0.27490234375
vanilla,1,24,12,16,32.0,70.25,0.2744140625
vanilla,1,24,13,16,32.0,71.6875,0.280029296875
vanilla,1,24,14,16,32.0,77.5625,0.302978515625
vanilla,1,24,15,16,32.0,74.5,0.291015625
vanilla,1,24,16,16,32.0,65.0,0.25390625
vanilla,1,24,17,16,32.0,71.9375,0.281005859375
vanilla,1,24,18,16,32.0,66.0625,0.258056640625
vanilla,1,24,19,16,32.0,78.5,0.306640625
vanilla,1,25,1,14,32.0,107.78571428571429,0.42103794642857145
vanilla,1,25,2,14,32.0,108.0,0.421875
vanilla,1,25,3,14,32.0,84.07142857142857,0.32840401785714285
vanilla,1,25,4,14,32.0,74.07142857142857,0.28934151785714285
vanilla,1,25,5,14,32.0,65.92857142857143,0.25753348214285715
vanilla,1,25,6,14,32.0,60.57142857142857,0.23660714285714285
vanilla,1,25,7,14,32.0,76.64285714285714,0.2993861607142857
vanilla,1,25,8,14,32.0,67.35714285714286,0.2631138392857143
vanilla,1,25,9,14,32.0,82.21428571428571,0.32114955357142855
vanilla,1,25,10,14,32.0,72.14285714285714,0.2818080357142857
vanilla,1,25,11,14,32.0,65.14285714285714,0.2544642857142857
vanilla,1,25,12,14,32.0,81.5,0.318359375
vanilla,1,25,13,14,32.0,80.21428571428571,0.31333705357142855
vanilla,1,25,14,14,32.0,84.92857142857143,0.33175223214285715
vanilla,1,25,15,14,32.0,71.0,0.27734375
vanilla,1,25,16,14,32.0,72.35714285714286,0.2826450892857143
vanilla,1,25,17,14,32.0,71.07142857142857,0.27762276785714285
vanilla,1,25,18,14,32.0,72.71428571428571,0.28404017857142855
vanilla,1,25,19,14,32.0,87.35714285714286,0.3412388392857143
vanilla,1,26,1,22,32.0,100.0909090909091,0.39098011363636365
vanilla,1,26,2,22,32.0,102.13636363636364,0.39897017045454547
vanilla,1,26,3,22,32.0,89.86363636363636,0.35102982954545453
vanilla,1,26,4,22,32.0,71.0,0.27734375
vanilla,1,26,5,22,32.0,63.27272727272727,0.2471590909090909
vanilla,1,26,6,22,32.0,60.40909090909091,0.23597301136363635
vanilla,1,26,7,22,32.0,73.86363636363636,0.28852982954545453
vanilla,1,26,8,22,32.0,69.68181818181819,0.2721946022727273
vanilla,1,26,9,22,32.0,75.31818181818181,0.2942116477272727
vanilla,1,26,10,22,32.0,68.9090909090909,0.26917613636363635
vanilla,1,26,11,22,32.0,70.54545454545455,0.2755681818181818
vanilla,1,26,12,22,32.0,79.86363636363636,0.31196732954545453
vanilla,1,26,13,22,32.0,76.5909090909091,0.29918323863636365
vanilla,1,26,14,22,32.0,81.72727272727273,0.3192471590909091
vanilla,1,26,15,22,32.0,76.36363636363636,0.29829545454545453
vanilla,1,26,16,22,32.0,71.13636363636364,0.27787642045454547
vanilla,1,26,17,22,32.0,68.31818181818181,0.2668678977272727
vanilla,1,26,18,22,32.0,65.0909090909091,0.25426136363636365
vanilla,1,26,19,22,32.0,84.27272727272727,0.3291903409090909
vanilla,1,27,1,19,32.0,91.3157894736842,0.3567023026315789
vanilla,1,27,2,19,32.0,95.15789473684211,0.3717105263157895
vanilla,1,27,3,19,32.0,83.42105263157895,0.32586348684210525
vanilla,1,27,4,19,32.0,65.6842105263158,0.2565789473684211
vanilla,1,27,5,19,32.0,60.421052631578945,0.23601973684210525
vanilla,1,27,6,19,32.0,55.68421052631579,0.21751644736842105
vanilla,1,27,7,19,32.0,77.15789473684211,0.3013980263157895
vanilla,1,27,8,19,32.0,65.0,0.25390625
vanilla,1,27,9,19,32.0,71.57894736842105,0.27960526315789475
vanilla,1,27,10,19,32.0,65.3157894736842,0.2551398026315789
vanilla,1,27,11,19,32.0,64.21052631578948,0.25082236842105265
vanilla,1,27,12,19,32.0,71.52631578947368,0.2793996710526316
vanilla,1,27,13,19,32.0,75.78947368421052,0.29605263157894735
vanilla,1,27,14,19,32.0,80.84210526315789,0.3157894736842105
vanilla,1,27,15,19,32.0,74.3157894736842,0.2902960526315789
vanilla,1,27,16,19,32.0,67.21052631578948,0.26254111842105265
vanilla,1,27,17,19,32.0,71.0,0.27734375
vanilla,1,27,18,19,32.0,64.57894736842105,0.25226151315789475
vanilla,1,27,19,19,32.0,73.3157894736842,0.2863898026315789
vanilla,1,28,1,15,32.0,84.2,0.32890625
vanilla,1,28,2,15,32.0,84.53333333333333,0.3302083333333333
vanilla,1,28,3,15,32.0,75.33333333333333,0.2942708333333333
vanilla,1,28,4,15,32.0,61.666666666666664,0.24088541666666666
vanilla,1,28,5,15,32.0,61.4,0.23984375
vanilla,1,28,6,15,32.0,58.13333333333333,0.22708333333333333
vanilla,1,28,7,15,32.0,70.53333333333333,0.2755208333333333
vanilla,1,28,8,15,32.0,66.46666666666667,0.2596354166666667
vanilla,1,28,9,15,32.0,71.6,0.2796875
vanilla,1,28,10,15,32.0,67.0,0.26171875
vanilla,1,28,11,15,32.0,60.0,0.234375
vanilla,1,28,12,15,32.0,80.73333333333333,0.31536458333333334
vanilla,1,28,13,15,32.0,70.2,0.27421875
vanilla,1,28,14,15,32.0,72.86666666666666,0.28463541666666664
vanilla,1,28,15,15,32.0,64.06666666666666,0.25026041666666665
vanilla,1,28,16,15,32.0,59.8,0.23359375
vanilla,1,28,17,15,32.0,66.6,0.26015625
vanilla,1,28,18,15,32.0,59.2,0.23125
vanilla,1,28,19,15,32.0,69.13333333333334,0.27005208333333336
vanilla,1,29,1,13,32.0,96.6923076923077,0.3777043269230769
vanilla,1,29,2,13,32.0,93.38461538461539,0.36478365384615385
vanilla,1,29,3,13,32.0,84.84615384615384,0.33143028846153844
vanilla,1,29,4,13,32.0,75.76923076923077,0.2959735576923077
vanilla,1,29,5,13,32.0,61.30769230769231,0.23948317307692307
vanilla,1,29,6,13,32.0,62.0,0.2421875
vanilla,1,29,7,13,32.0,77.53846153846153,0.30288461538461536
vanilla,1,29,8,13,32.0,70.53846153846153,0.27554086538461536
vanilla,1,29,9,13,32.0,83.07692307692308,0.3245192307692308
vanilla,1,29,10,13,32.0,68.07692307692308,0.2659254807692308
vanilla,1,29,11,13,32.0,65.07692307692308,0.2542067307692308
vanilla,1,29,12,13,32.0,76.07692307692308,0.2971754807692308
vanilla,1,29,13,13,32.0,74.15384615384616,0.28966346153846156
vanilla,1,29,14,13,32.0,84.76923076923077,0.3311298076923077
vanilla,1,29,15,13,32.0,78.38461538461539,0.30618990384615385
vanilla,1,29,16,13,32.0,63.61538461538461,0.24849759615384615
vanilla,1,29,17,13,32.0,68.3076923076923,0.2668269230769231
vanilla,1,29,18,13,32.0,63.69230769230769,0.24879807692307693
vanilla,1,29,19,13,32.0,83.46153846153847,0.32602163461538464
vanilla,1,30,1,11,32.0,89.72727272727273,0.3504971590909091
vanilla,1,30,2,11,32.0,88.0909090909091,0.34410511363636365
vanilla,1,30,3,11,32.0,80.45454545454545,0.3142755681818182
vanilla,1,30,4,11,32.0,66.27272727272727,0.2588778409090909
vanilla,1,30,5,11,32.0,56.36363636363637,0.22017045454545456
vanilla,1,30,6,11,32.0,57.90909090909091,0.22620738636363635
vanilla,1,30,7,11,32.0,80.36363636363636,0.31392045454545453
vanilla,1,30,8,11,32.0,62.18181818181818,0.24289772727272727
vanilla,1,30,9,11,32.0,75.72727272727273,0.2958096590909091
vanilla,1,30,10,11,32.0,65.54545454545455,0.2560369318181818
vanilla,1,30,11,11,32.0,64.36363636363636,0.25142045454545453
vanilla,1,30,12,11,32.0,73.45454545454545,0.2869318181818182
vanilla,1,30,13,11,32.0,70.0909090909091,0.27379261363636365
vanilla,1,30,14,11,32.0,75.72727272727273,0.2958096590909091
vanilla,1,30,15,11,32.0,76.63636363636364,0.29936079545454547
vanilla,1,30,16,11,32.0,64.18181818181819,0.2507102272727273
vanilla,1,30,17,11,32.0,69.9090909090909,0.27308238636363635
vanilla,1,30,18,11,32.0,57.36363636363637,0.22407670454545456
vanilla,1,30,19,11,32.0,80.0909090909091,0.31285511363636365
vanilla,1,31,1,20,32.0,88.6,0.34609375
vanilla,1,31,2,20,32.0,89.95,0.3513671875
vanilla,1,31,3,20,32.0,80.7,0.315234375
vanilla,1,31,4,20,32.0,64.95,0.2537109375
vanilla,1,31,5,20,32.0,62.0,0.2421875
vanilla,1,31,6,20,32.0,59.25,0.2314453125
vanilla,1,31,7,20,32.0,79.15,0.3091796875
vanilla,1,31,8,20,32.0,65.55,0.2560546875
vanilla,1,31,9,20,32.0,72.4,0.2828125
vanilla,1,31,10,20,32.0,61.4,0.23984375
vanilla,1,31,11,20,32.0,64.05,0.2501953125
vanilla,1,31,12,20,32.0,72.8,0.284375
vanilla,1,31,13,20,32.0,74.75,0.2919921875
vanilla,1,31,14,20,32.0,70.95,0.2771484375
vanilla,1,31,15,20,32.0,68.95,0.2693359375
vanilla,1,31,16,20,32.0,67.7,0.264453125
vanilla,1,31,17,20,32.0,66.05,0.2580078125
vanilla,1,31,18,20,32.0,59.45,0.2322265625
vanilla,1,31,19,20,32.0,69.35,0.2708984375
vanilla,2,0,1,14,64.0,132.0,0.515625
vanilla,2,0,2,14,64.0,138.92857142857142,0.5426897321428571
vanilla,2,0,3,14,64.0,113.0,0.44140625
vanilla,2,0,4,14,64.0,103.71428571428571,0.40513392857142855
vanilla,2,0,5,14,64.0,91.07142857142857,0.35574776785714285
vanilla,2,0,6,14,64.0,89.5,0.349609375
vanilla,2,0,7,14,64.0,109.5,0.427734375
vanilla,2,0,8,14,64.0,96.85714285714286,0.3783482142857143
vanilla,2,0,9,14,64.0,107.5,0.419921875
